"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.256491222E0,-4.999999888E-3,-8.000000380E-3,-1.330000013E-1,1.333341680E-1
1.261458015E0,8.000000380E-3,3.200000152E-2,-1.190000027E-1,1.234868445E-1
1.266424707E0,-4.999999888E-3,4.600000009E-2,-7.800000161E-2,9.069178716E-2
1.271391246E0,-4.999999888E-3,-4.500000179E-2,-1.059999987E-1,1.152649118E-1
1.276358010E0,3.500000015E-2,-1.799999923E-2,-1.059999987E-1,1.130707730E-1
1.281324702E0,-4.600000009E-2,-3.099999949E-2,-3.700000048E-2,6.667833240E-2
1.286291472E0,-4.999999888E-3,8.000000380E-3,-9.999999776E-3,1.374772710E-2
1.291258000E0,-4.999999888E-3,-2.899999917E-2,-1.330000013E-1,1.362167402E-1
1.296224769E0,-4.600000009E-2,-4.300000146E-2,-1.739999950E-1,1.850432338E-1
1.301191491E0,4.899999872E-2,-2.000000095E-3,-1.330000013E-1,1.417533076E-1
1.306158029E0,3.500000015E-2,-4.300000146E-2,-1.459999979E-1,1.561729794E-1
1.311124798E0,-4.000000190E-3,-6.499999762E-2,-3.700000048E-2,7.489993142E-2
1.316091520E0,-1.799999923E-2,-2.400000021E-2,-5.099999905E-2,5.916924780E-2
1.321058289E0,-1.799999923E-2,-9.999999776E-3,-2.400000021E-2,3.162277625E-2
1.326024741E0,2.199999988E-2,-6.499999762E-2,-1.330000013E-1,1.496596139E-1
1.330991510E0,-4.199999943E-2,-3.500000015E-2,-1.469999999E-1,1.568374953E-1
1.335958048E0,-6.899999827E-2,-3.500000015E-2,-2.150000036E-1,2.284972676E-1
1.340924799E0,2.500000037E-2,1.899999939E-2,-1.059999987E-1,1.105531534E-1
1.345891491E0,5.200000107E-2,-2.099999972E-2,-3.799999878E-2,6.774215827E-2
1.350858260E0,-6.499999762E-2,-7.000000216E-3,-6.499999762E-2,9.219001781E-2
1.355824804E0,-9.999999776E-3,4.600000009E-2,-5.099999905E-2,6.940461012E-2
1.360791496E0,4.300000146E-2,-7.000000216E-3,-2.400000021E-2,4.973932186E-2
1.365758265E0,1.600000076E-2,1.010000035E-1,-7.900000364E-2,1.292207464E-1
1.370724722E0,2.800000086E-2,-7.000000216E-3,-2.400000021E-2,3.753664958E-2
1.375691491E0,-1.200000010E-2,5.999999866E-2,-9.999999776E-3,6.199999869E-2
1.380658274E0,2.800000086E-2,-3.400000185E-2,-1.059999987E-1,1.147867584E-1
1.385624813E0,-3.900000080E-2,4.699999839E-2,-1.739999950E-1,1.844071532E-1
1.390591505E0,3.799999878E-2,-3.200000152E-2,-1.059999987E-1,1.170640839E-1
1.395558288E0,6.499999762E-2,-1.799999923E-2,-2.400000021E-2,7.158910303E-2
1.400524827E0,-8.399999887E-2,2.199999988E-2,-6.499999762E-2,1.084665824E-1
1.405491519E0,2.400000021E-2,-3.099999949E-2,1.600000076E-2,4.234383075E-2
1.410458293E0,7.400000095E-2,3.299999982E-2,4.300000146E-2,9.172785975E-2
1.415425063E0,-6.199999899E-2,1.999999955E-2,-6.499999762E-2,9.202716744E-2
1.420391611E0,4.600000009E-2,3.299999982E-2,-1.459999979E-1,1.565918241E-1
1.425358303E0,1.899999939E-2,1.999999955E-2,-7.800000161E-2,8.273451644E-2
1.430324842E0,-1.999999955E-2,-3.200000152E-2,-6.499999762E-2,7.515982816E-2
1.435291559E0,-4.699999839E-2,8.999999613E-3,-7.800000161E-2,9.150956285E-2
1.440258328E0,-3.299999982E-2,-3.099999949E-2,-2.400000021E-2,5.124451158E-2
1.445225098E0,-1.999999955E-2,8.999999613E-3,-1.059999987E-1,1.082450909E-1
1.450191655E0,1.899999939E-2,-6.700000167E-2,-1.190000027E-1,1.378803860E-1
